total_observations,kappa_star,size,mean_comp,KM1,KM2,KM1_error,KM2_error
450.0,0.5040399266955167,26.307692307692307,50.04401507525368,0.46735879444922357,0.46446195053312334,0.03710542695190394,0.04018183150670596
452.0,0.467738394568924,22.886363636363637,49.41052650795445,0.4174507407351458,0.41913591416560153,0.0509208621270232,0.049333194238726466
454.0,0.4401873066295617,26.714285714285715,50.75780172336667,0.4300947068399782,0.43281201744514786,0.010629551713265316,0.00783809654086563
456.0,0.5418761644817649,26.022222222222222,49.29514535305929,0.5118282310863257,0.5118862540485413,0.031230757804408416,0.03135679829604001
458.0,0.5002108256806003,26.393939393939394,51.22011159187776,0.49408012599502216,0.49640590030334636,0.006823435831722566,0.004856326711627123
460.0,0.4443879907723833,23.651162790697676,50.87243876118388,0.4316992540414549,0.4357518676256047,0.01313159551083217,0.009067493445622892
462.0,0.5382756310851445,24.711111111111112,48.980891731253514,0.504542138344538,0.493526164530861,0.034191141040076006,0.04516275085452793
464.0,0.4853635722573529,26.875,48.350069651883324,0.45821983368997615,0.4553808463717819,0.0283105045700644,0.031099608864721157
466.0,0.5318115434223816,26.736842105263158,49.10567481049393,0.5214631822592997,0.5234512952990842,0.010991752597164442,0.008958965469342415
468.0,0.5017629946642329,27.153846153846153,48.70651389322051,0.4927054664356153,0.4947095892649142,0.009728925557561602,0.0076951689929422185
470.0,0.522465517953701,23.304347826086957,47.52528334392767,0.4904304437667152,0.4898895553465696,0.03291306294433724,0.03341002604645808
472.0,0.49658179548915066,23.414634146341463,51.30655666690405,0.4918372835009075,0.49362184865119335,0.005913743481167607,0.00398970249900895
474.0,0.50043076865869,27.83783783783784,50.06813815125502,0.46217631724647956,0.4486588784716065,0.0390011949152093,0.05279111642493907
476.0,0.521085372081576,25.066666666666666,48.19921638586945,0.49217830934082396,0.4903757786825166,0.029480780623407688,0.03123495699594775
478.0,0.4898897419113814,29.170731707317074,50.80022338315278,0.43138584387263074,0.4271020301120979,0.059186418720010785,0.06349901012539305
480.0,0.4983221041915539,25.056603773584907,49.135012946427764,0.47305985242402643,0.47423448412205244,0.02593001116019068,0.024896283075139827
482.0,0.5400933951082888,25.61764705882353,50.84771640967579,0.5292199369164345,0.5315671913302112,0.011272279169108904,0.009310198641409946
484.0,0.42666273991981457,22.0,47.21721367655813,0.4168499400259777,0.42001830420659797,0.010767058283133044,0.0070555457719241555
486.0,0.4894488440169446,26.75,50.46226386204652,0.4777608271383327,0.47362840961384256,0.012137491625431075,0.01635593589121815
488.0,0.5261750912133799,25.09375,48.99347175841584,0.4868963552238238,0.4917367966462999,0.04014230433754695,0.035354597852838024
490.0,0.4717314945094275,23.533333333333335,48.926247624305326,0.4635458176371407,0.46665018709822276,0.009230288128337307,0.006053260154884015
492.0,0.5100874721375853,24.40909090909091,52.073104375675534,0.4606284864201309,0.46219936732018946,0.05006137795270354,0.04841749093279442
494.0,0.49859782332678293,23.8125,49.614175844742924,0.4688753823205613,0.4728451391036265,0.03033399444140447,0.02635092448564655
496.0,0.47189877412743586,25.319148936170212,50.31077268710792,0.4444031989492831,0.4475378708575161,0.02823498808815742,0.02507982310548926
498.0,0.5292979499616927,25.5,51.462031043113335,0.5055453496655494,0.5063415446468843,0.024528724777995545,0.02404096230097254
